Timestamp,Type,Severity,Source_IP,Destination_IP,Description
2025-08-11T12:39:05.971257,SUSPICIOUS_PORT,LOW,2409:40e2:15f:e3a9:bd68:d765:f486:b08f,64:ff9b::1431:5b80,Access to HTTPS port 443
2025-08-11T12:39:14.786352,SUSPICIOUS_PORT,LOW,2409:40e2:15f:e3a9:bd68:d765:f486:b08f,64:ff9b::1431:5b80,Access to HTTPS port 443
2025-08-11T12:39:15.837544,SUSPICIOUS_PORT,LOW,2409:40e2:15f:e3a9:bd68:d765:f486:b08f,64:ff9b::1431:5b80,Access to HTTPS port 443
2025-08-11T12:39:20.504546,BLACKLISTED_IP,HIGH,10.17.28.137,10.17.28.64,Traffic from blacklisted IP: 10.17.28.137
2025-08-11T12:39:20.504546,SUSPICIOUS_PORT,LOW,10.17.28.137,10.17.28.64,Access to DNS port 53
2025-08-11T12:39:20.758311,BLACKLISTED_IP,HIGH,10.17.28.137,10.17.28.64,Traffic from blacklisted IP: 10.17.28.137
2025-08-11T12:39:20.758311,SUSPICIOUS_PORT,LOW,10.17.28.137,10.17.28.64,Access to DNS port 53
2025-08-11T12:39:20.980717,BLACKLISTED_IP,HIGH,10.17.28.137,10.17.28.64,Traffic from blacklisted IP: 10.17.28.137
2025-08-11T12:39:20.980717,SUSPICIOUS_PORT,LOW,10.17.28.137,10.17.28.64,Access to DNS port 53
2025-08-11T12:39:21.207271,BLACKLISTED_IP,HIGH,10.17.28.137,10.17.28.64,Traffic from blacklisted IP: 10.17.28.137
2025-08-11T12:39:21.207271,SUSPICIOUS_PORT,LOW,10.17.28.137,10.17.28.64,Access to DNS port 53
2025-08-11T12:39:21.459758,BLACKLISTED_IP,HIGH,10.17.28.137,10.17.28.64,Traffic from blacklisted IP: 10.17.28.137
2025-08-11T12:39:21.459758,SUSPICIOUS_PORT,LOW,10.17.28.137,10.17.28.64,Access to DNS port 53
2025-08-11T12:39:21.693046,BLACKLISTED_IP,HIGH,10.17.28.137,10.17.28.64,Traffic from blacklisted IP: 10.17.28.137
2025-08-11T12:39:21.693046,SUSPICIOUS_PORT,LOW,10.17.28.137,10.17.28.64,Access to DNS port 53
2025-08-11T12:39:21.946367,BLACKLISTED_IP,HIGH,10.17.28.137,10.17.28.64,Traffic from blacklisted IP: 10.17.28.137
2025-08-11T12:39:21.946367,SUSPICIOUS_PORT,LOW,10.17.28.137,10.17.28.64,Access to DNS port 53
2025-08-11T12:39:22.195058,BLACKLISTED_IP,HIGH,10.17.28.137,10.17.28.64,Traffic from blacklisted IP: 10.17.28.137
2025-08-11T12:39:22.195058,SUSPICIOUS_PORT,LOW,10.17.28.137,10.17.28.64,Access to DNS port 53
2025-08-11T12:39:22.459694,BLACKLISTED_IP,HIGH,10.17.28.137,10.17.28.64,Traffic from blacklisted IP: 10.17.28.137
